r,date,n1,n2,n3,n4,n5,n6,n7,n8,sum,median,consecutive,odd,ac,wuxing_ke,prime,partition,luckman
13051,20130506,1,3,6,7,24,25,30,21,96,7.0,2,4,15,2,2,34,1
13052,20130508,2,3,10,12,20,23,27,22,97,12.0,1,3,17,0,3,2,2
13053,20130510,1,4,7,8,10,24,30,5,84,8.0,1,2,15,1,1,23,1
13054,20130513,7,13,14,17,18,26,27,29,122,17.0,3,4,15,1,3,10,1
13055,20130515,3,8,14,15,16,22,25,24,103,15.0,1,3,16,1,1,9,1
13056,20130517,1,3,7,8,9,15,16,18,59,8.0,2,5,12,0,2,22,2
13057,20130520,1,3,6,8,11,21,25,28,75,8.0,0,5,16,2,2,13,1
13058,20130522,7,9,10,18,20,28,30,21,122,18.0,1,2,14,0,1,2,2
13059,20130524,3,7,13,18,23,27,30,6,121,18.0,0,5,17,3,4,1,2
13060,20130527,1,6,9,14,16,20,28,25,94,14.0,0,2,16,2,0,4,1
13061,20130529,5,11,20,21,22,23,24,10,126,21.0,1,4,15,1,3,3,1
13062,20130531,1,8,15,19,25,27,30,6,125,19.0,0,5,19,2,1,1,1
13063,20130603,4,11,13,16,20,21,23,14,108,16.0,1,4,13,1,3,9,1
13064,20130605,1,7,8,12,20,21,25,9,94,12.0,2,4,16,1,1,4,1
13065,20130607,2,8,21,22,24,27,29,6,133,22.0,1,3,16,0,2,1,1
13066,20130610,2,3,5,12,13,26,30,23,91,12.0,2,3,19,0,4,2,1
13067,20130612,4,9,11,16,18,24,28,26,110,16.0,0,2,16,3,1,2,1
13068,20130614,3,8,9,13,14,17,22,12,86,13.0,2,4,12,2,3,33,1
13069,20130617,4,14,15,20,22,26,28,27,129,20.0,1,1,16,2,0,10,4
13070,20130619,6,9,10,15,20,23,29,26,112,15.0,1,4,15,3,2,2,2
13071,20130621,2,5,7,12,19,28,30,9,103,12.0,0,3,17,2,4,2,2
13072,20130624,7,8,11,16,17,24,29,27,112,16.0,2,4,16,2,4,2,1
13073,20130626,7,8,11,12,17,18,28,23,101,12.0,3,3,13,1,3,4,1
13074,20130628,3,6,7,21,25,28,29,5,119,21.0,2,5,14,3,3,5,1
13075,20130701,1,5,9,14,21,23,27,25,100,14.0,0,6,15,2,2,2,1
13076,20130703,3,4,12,19,22,23,28,7,111,19.0,2,3,17,3,3,3,1
13077,20130705,1,4,5,15,24,25,27,8,101,15.0,2,5,16,0,1,5,1
13078,20130708,13,18,22,24,25,26,29,30,157,24.0,1,3,13,0,2,31,1
13079,20130710,1,2,15,17,18,21,22,16,96,17.0,3,4,15,1,2,24,2
13080,20130712,9,13,15,20,22,29,30,8,138,20.0,1,4,17,1,2,10,1
13081,20130715,4,5,16,22,23,27,28,12,125,22.0,3,3,13,0,2,1,1
13082,20130717,10,12,14,18,19,22,28,4,123,18.0,1,1,14,2,1,14,1
13083,20130719,2,7,8,20,21,26,28,25,112,20.0,2,2,15,1,2,2,4
13084,20130722,2,3,5,8,15,18,26,30,77,8.0,1,3,17,0,3,7,1
13085,20130724,2,4,12,13,17,21,26,28,95,13.0,1,3,15,1,3,9,1
13086,20130726,1,6,7,9,10,25,26,22,84,9.0,3,4,16,1,1,23,1
13087,20130729,2,3,13,17,20,28,30,29,113,17.0,1,3,17,1,4,3,1
13088,20130731,4,5,6,7,18,20,24,17,84,7.0,1,2,15,0,2,7,4
13089,20130802,2,4,8,11,13,23,26,30,87,11.0,0,3,17,0,4,8,1
13090,20130805,1,4,10,12,17,23,25,19,92,12.0,0,4,15,1,2,2,2
13091,20130807,3,4,10,12,15,22,27,29,93,12.0,1,3,17,0,1,4,1
13092,20130809,3,6,7,11,17,23,24,15,91,11.0,2,5,17,1,5,8,2
13093,20130812,5,7,11,14,22,25,30,15,114,14.0,0,4,18,2,3,2,1
13094,20130814,10,12,17,19,20,21,23,30,122,19.0,1,4,12,1,3,14,1
13095,20130816,1,7,8,14,26,27,30,10,113,14.0,2,3,16,2,1,5,1
13096,20130819,9,15,16,19,20,24,26,10,129,19.0,2,3,13,1,1,10,1
13097,20130821,10,11,14,16,18,21,23,22,113,16.0,1,3,13,2,2,9,1
13098,20130823,7,8,9,11,14,23,28,5,100,11.0,1,4,16,2,3,8,1
13099,20130826,1,2,12,20,22,26,30,10,113,20.0,1,1,16,1,1,3,1
13100,20130828,2,9,11,12,22,26,29,7,111,12.0,1,3,16,1,3,2,1
13101,20130830,6,10,17,18,19,24,29,21,123,18.0,1,3,16,2,3,3,1
13102,20130902,2,8,9,13,14,19,25,28,90,13.0,2,4,11,0,3,4,1
13103,20130904,7,9,12,13,16,20,21,5,98,13.0,2,4,13,0,2,24,1
13104,20130906,1,3,8,9,12,15,17,7,65,9.0,1,5,13,1,2,36,1
13105,20130909,2,7,8,9,12,21,24,4,83,9.0,1,3,17,1,2,7,1
13106,20130911,9,17,18,19,26,29,30,25,148,19.0,2,4,14,0,3,6,1
13107,20130913,6,12,13,18,23,25,30,22,127,18.0,1,3,13,2,2,6,1
13108,20130916,1,8,12,15,24,25,26,4,111,15.0,1,3,17,1,0,1,1
13109,20130918,3,4,5,12,14,24,28,1,90,12.0,1,2,17,0,2,2,1
13110,20130920,3,5,8,15,16,17,27,9,91,15.0,1,5,15,0,3,4,1
13111,20130923,1,2,8,18,19,21,29,26,98,18.0,2,4,17,1,3,4,1
13112,20130925,1,3,7,24,26,27,29,13,117,24.0,1,5,16,1,3,35,1
13113,20130927,6,10,13,16,25,26,29,21,125,16.0,1,3,14,1,2,1,1
13114,20130930,5,6,8,9,10,12,24,29,74,9.0,2,2,13,0,1,13,1
13115,20131002,2,6,7,12,13,16,17,22,73,12.0,3,3,11,1,4,33,4
13116,20131004,6,7,10,13,16,25,27,23,104,13.0,1,4,17,0,2,2,1
13117,20131007,2,3,5,16,17,19,25,12,87,16.0,2,5,16,0,5,4,1
13118,20131009,3,10,11,12,16,19,30,17,101,12.0,1,3,17,1,3,4,1
13119,20131011,5,10,18,21,26,28,29,11,137,21.0,1,3,15,0,2,1,1
13120,20131014,1,4,9,13,16,19,27,8,89,13.0,0,5,15,1,2,4,1
13121,20131016,1,3,6,11,13,16,28,21,78,11.0,0,4,13,1,3,7,1
13122,20131018,8,9,15,16,20,21,24,10,113,16.0,3,3,13,0,0,9,1
13123,20131021,2,6,7,9,11,14,29,18,78,9.0,1,4,15,1,4,13,1
13124,20131023,2,7,9,13,14,24,28,23,97,13.0,1,3,16,1,3,2,1
13125,20131025,1,4,23,25,27,28,29,3,137,25.0,1,5,15,0,2,26,2
13126,20131028,4,9,13,17,21,24,28,25,116,17.0,0,4,14,2,2,3,1
13127,20131030,2,7,10,11,22,24,27,25,103,11.0,1,3,17,2,3,8,1
13128,20131101,7,10,17,24,27,28,29,14,142,24.0,1,4,16,1,3,11,1
13129,20131104,4,6,9,11,14,17,27,30,88,11.0,0,4,13,1,2,7,1
13130,20131106,8,9,12,15,18,21,28,16,111,15.0,1,3,12,0,0,9,1
13131,20131108,11,12,15,16,24,25,30,10,133,16.0,3,3,14,1,1,6,1
13132,20131111,9,12,16,17,19,23,28,10,124,17.0,1,4,15,1,3,10,1
13133,20131113,5,7,10,22,23,24,27,30,118,22.0,1,4,15,0,3,5,4
13134,20131115,1,7,8,9,10,26,29,24,90,9.0,1,4,16,0,2,23,1
13135,20131118,1,3,5,7,19,21,24,22,80,7.0,0,6,14,0,4,7,2
13136,20131120,3,5,7,10,14,29,30,16,98,10.0,1,4,18,0,4,8,1
13137,20131122,5,7,12,21,27,28,30,16,130,21.0,1,4,16,2,2,1,2
13138,20131125,7,9,13,16,17,26,28,5,116,16.0,1,4,16,0,3,3,1
13139,20131127,2,5,7,12,15,21,24,27,86,12.0,0,4,15,2,3,4,2
13140,20131129,4,6,7,15,23,26,27,10,108,15.0,2,4,15,0,2,5,4
13141,20131202,6,9,11,12,14,16,24,3,92,12.0,1,2,13,0,1,4,1
13142,20131204,1,2,4,21,22,23,25,5,98,21.0,2,4,12,0,2,2,1
13143,20131206,1,11,16,17,18,24,27,7,114,17.0,1,4,16,1,2,3,1
13144,20131209,4,9,15,17,25,28,30,21,128,17.0,0,4,14,1,1,1,2
13145,20131211,2,7,9,15,19,21,28,1,101,15.0,0,5,15,1,3,4,2
13146,20131213,1,2,6,7,8,11,20,26,55,7.0,2,3,14,0,3,16,1
13147,20131216,3,6,10,12,13,15,29,24,88,12.0,1,4,16,3,3,4,1
13148,20131218,2,13,14,20,22,25,28,16,124,20.0,1,2,16,0,2,10,1
13149,20131220,1,5,7,11,18,22,25,26,89,11.0,0,5,15,0,3,7,1
13150,20131223,3,7,10,13,15,25,30,20,103,13.0,0,5,16,1,3,2,2
13151,20131225,12,16,23,25,27,28,29,30,160,25.0,1,4,14,0,2,25,1
13152,20131227,1,4,6,11,14,16,24,3,76,11.0,0,2,12,1,1,7,1
13153,20131230,5,19,20,22,26,28,30,2,150,22.0,1,2,16,2,2,6,1
14001,20140101,3,4,9,18,19,20,27,16,100,18.0,2,4,16,2,2,4,1
14002,20140103,1,7,11,16,18,21,28,12,102,16.0,0,4,16,2,2,4,1
14003,20140106,3,11,14,16,19,24,27,9,114,16.0,0,4,10,2,3,3,1
14004,20140108,7,13,16,19,23,24,27,4,129,19.0,1,5,15,1,4,6,4
14005,20140110,5,12,13,21,24,27,28,15,130,21.0,2,4,15,0,2,6,1
14006,20140113,6,7,9,10,25,26,28,22,111,10.0,3,3,12,0,1,34,1
14007,20140115,1,2,3,4,7,8,11,16,36,4.0,2,4,10,0,4,28,1
14008,20140117,2,6,10,14,22,27,30,23,111,14.0,0,1,13,2,1,2,1
14009,20140120,1,9,17,18,21,22,25,13,113,18.0,2,5,14,0,1,9,1
14010,20140122,1,7,16,19,21,23,27,10,114,19.0,0,6,17,0,3,3,2
14011,20140124,1,3,10,17,22,29,30,25,112,17.0,1,4,17,1,3,2,1
14012,20140127,6,8,15,19,24,26,29,27,127,19.0,0,3,15,2,2,1,1
14013,20140129,5,6,9,16,19,21,30,18,106,16.0,1,4,17,1,2,4,1
14014,20140207,2,8,21,26,27,28,30,15,142,26.0,1,2,17,0,1,11,1
14015,20140210,2,5,15,19,20,23,26,10,110,19.0,1,4,16,0,4,3,2
14016,20140212,4,6,7,12,18,19,30,11,96,12.0,2,2,16,2,2,4,1
14017,20140214,1,11,12,15,24,28,30,7,121,15.0,1,3,19,0,1,1,1
14018,20140217,1,6,8,12,25,27,28,23,107,12.0,1,3,19,2,0,5,1
14019,20140219,4,5,6,17,18,22,28,1,100,17.0,2,2,16,0,2,4,1
14020,20140221,1,3,9,13,17,20,26,19,89,13.0,0,5,17,1,3,4,1
14021,20140224,1,2,7,14,24,25,28,5,101,14.0,2,3,19,1,2,5,1
14022,20140226,3,7,8,11,12,15,18,22,74,11.0,2,4,12,0,3,36,2
14023,20140228,2,5,6,18,24,27,28,11,110,18.0,2,2,16,1,2,5,1
14024,20140303,9,10,15,18,19,23,30,26,124,18.0,2,4,16,1,2,3,2
14025,20140305,1,2,5,10,12,18,28,25,76,10.0,1,2,18,0,2,7,1
14026,20140307,6,13,15,18,19,20,27,11,118,18.0,1,4,13,1,2,14,1
14027,20140310,1,8,10,13,20,26,29,9,107,13.0,0,3,15,2,2,2,1
14028,20140312,8,12,14,18,20,22,29,19,123,18.0,0,1,13,1,1,14,1
14029,20140314,5,6,14,24,25,27,29,4,130,24.0,2,4,18,0,2,11,1
14030,20140317,3,7,10,19,23,26,30,22,118,19.0,0,4,12,0,4,5,2
14031,20140319,4,7,10,15,17,22,25,29,100,15.0,0,4,13,2,2,4,2
14032,20140321,1,12,13,15,25,28,30,4,124,15.0,1,4,16,0,1,6,2
14033,20140324,4,5,6,10,13,18,28,9,84,10.0,1,2,18,1,2,7,1
14034,20140326,4,15,17,18,22,28,29,8,133,18.0,2,3,15,0,2,10,1
14035,20140328,2,9,13,16,25,29,30,18,124,16.0,1,4,17,0,3,1,1
14036,20140331,3,12,14,19,23,24,29,17,124,19.0,1,4,16,0,4,6,1
14037,20140402,3,4,8,11,21,26,28,22,101,11.0,1,3,17,0,2,8,1
14038,20140404,2,4,5,10,13,21,30,14,85,10.0,1,3,15,0,3,7,1
14039,20140407,4,6,8,16,24,25,28,30,111,16.0,1,1,16,0,0,5,1
14040,20140409,1,9,16,19,25,28,30,11,128,19.0,0,4,19,1,1,1,1
14041,20140411,8,14,15,16,18,19,26,28,116,16.0,2,2,12,1,1,14,1
14042,20140414,3,6,11,19,20,23,27,13,109,19.0,1,5,15,1,4,2,1
14043,20140416,2,3,8,11,19,22,23,4,88,11.0,2,4,16,2,5,7,1
14044,20140418,1,2,8,9,14,17,30,27,81,9.0,2,3,15,2,2,7,1
14045,20140421,3,9,12,13,14,21,22,16,94,13.0,2,4,15,0,2,24,1
14046,20140423,3,8,10,11,14,20,22,28,88,11.0,1,2,15,3,2,36,1
14047,20140425,4,11,12,13,18,22,30,2,110,13.0,1,2,16,1,2,9,1
14048,20140428,1,3,8,16,23,27,28,18,106,16.0,1,4,17,1,2,5,1
14049,20140430,4,5,7,11,12,16,21,29,76,11.0,2,4,15,0,3,36,1
14050,20140502,4,7,12,17,22,24,25,21,111,17.0,1,3,14,3,2,3,1
14051,20140505,4,6,8,10,13,15,21,29,77,10.0,0,3,12,2,1,36,4
14052,20140507,5,13,17,20,21,24,26,22,126,20.0,1,4,16,2,3,10,1
14053,20140509,8,17,20,23,24,28,29,12,149,23.0,2,3,14,0,3,12,1
14054,20140512,3,7,18,19,23,25,26,4,121,19.0,2,5,17,0,4,1,2
14055,20140514,2,5,14,16,21,23,30,3,111,16.0,0,3,14,0,3,3,4
14056,20140516,1,7,17,19,22,24,30,2,120,19.0,0,4,17,1,3,3,1
14057,20140519,5,8,11,13,21,24,27,30,109,13.0,0,5,12,0,3,2,1
14058,20140521,5,9,10,15,23,29,30,20,121,15.0,2,5,16,3,3,5,2
14059,20140523,3,14,15,16,25,26,27,5,126,16.0,2,4,10,1,1,6,1
14060,20140526,1,4,11,18,23,25,30,2,112,18.0,0,4,14,3,2,5,2
14061,20140528,6,8,11,19,20,22,26,21,112,19.0,1,2,17,1,2,4,1
14062,20140530,1,4,14,15,20,28,30,27,112,15.0,1,2,17,1,0,3,1
14063,20140602,2,9,11,12,14,27,28,13,103,12.0,2,3,17,0,2,2,1
14064,20140604,6,7,8,10,14,22,26,21,93,10.0,1,1,14,2,1,7,4
14065,20140606,8,10,11,25,27,29,30,13,140,25.0,2,4,14,1,2,35,1
14066,20140609,3,10,16,20,21,27,28,12,125,20.0,2,3,14,1,1,3,1
14067,20140611,6,18,22,23,25,26,27,4,147,23.0,2,3,14,1,1,12,1
14068,20140613,2,9,10,13,15,21,30,5,100,13.0,1,4,18,1,2,4,2
14069,20140616,1,9,11,17,19,22,26,21,105,17.0,0,5,17,2,3,4,1
14070,20140618,4,11,14,22,23,25,27,12,126,22.0,1,4,18,2,2,1,1
14071,20140620,6,8,11,16,17,18,22,27,98,16.0,1,2,14,1,2,33,1
14072,20140623,1,3,4,8,9,17,21,19,63,8.0,2,5,16,0,2,22,1
14073,20140625,3,5,6,8,9,21,23,14,75,8.0,2,5,14,0,3,13,1
14074,20140627,2,3,6,8,19,20,27,23,85,8.0,2,3,19,2,3,7,1
14075,20140630,2,11,14,17,24,25,28,21,121,17.0,1,3,17,2,3,1,1
14076,20140702,7,14,16,22,24,26,28,9,137,22.0,0,1,13,1,1,6,4
14077,20140704,14,16,17,19,22,27,30,25,145,19.0,1,3,11,2,2,27,1
14078,20140707,2,13,17,20,23,26,27,28,128,20.0,1,4,15,1,4,6,2
14079,20140709,8,9,14,16,18,24,25,10,114,16.0,2,2,13,2,0,3,1
14080,20140711,1,4,17,24,26,27,28,7,127,24.0,1,3,17,3,1,11,1
14081,20140714,1,11,14,19,21,24,29,16,119,19.0,0,5,12,1,3,3,1
14082,20140716,3,7,9,10,12,18,27,5,86,10.0,1,4,15,0,2,7,2
14083,20140718,13,14,16,20,21,25,28,8,137,20.0,2,3,13,1,1,27,1
14084,20140721,10,13,17,18,24,25,27,6,134,18.0,2,4,15,1,2,6,1
14085,20140723,2,5,7,10,19,26,28,22,97,10.0,0,3,16,0,4,8,2
14086,20140725,2,3,4,10,21,29,30,19,99,10.0,2,3,15,0,3,8,1
14087,20140728,9,13,16,18,24,28,30,25,138,18.0,0,2,16,1,1,6,1
14088,20140730,6,11,14,18,19,20,30,16,118,18.0,1,2,17,2,2,9,1
14089,20140801,6,9,12,23,24,25,26,27,125,23.0,1,3,14,0,1,11,1
14090,20140804,6,10,14,16,22,25,30,29,123,16.0,0,1,16,2,0,3,1
14091,20140806,5,6,7,20,21,24,28,18,111,20.0,2,3,16,1,2,2,4
14092,20140808,1,2,3,9,21,24,28,7,88,9.0,1,4,18,0,2,8,1
14093,20140811,5,8,9,13,15,18,24,2,92,13.0,1,4,15,0,2,4,1
14094,20140813,5,6,8,14,17,21,25,23,96,14.0,1,4,16,1,2,4,1
14095,20140815,2,4,5,6,8,16,27,22,68,6.0,1,2,15,0,2,13,1
14096,20140818,8,9,16,19,20,21,23,30,116,19.0,2,4,13,1,2,9,1
14097,20140820,2,6,8,14,19,20,26,4,95,14.0,1,1,15,0,2,4,1
14098,20140822,1,4,11,15,16,22,28,25,97,15.0,1,3,17,1,1,4,1
14099,20140825,4,10,11,17,23,25,30,19,120,17.0,1,4,14,1,3,5,2
14100,20140827,2,9,11,19,20,24,25,26,110,19.0,2,4,18,0,3,2,1
14101,20140829,3,5,9,14,15,25,29,11,100,14.0,1,6,16,2,3,2,1
14102,20140901,1,9,14,15,16,17,18,21,90,15.0,1,4,14,1,1,24,1
14103,20140903,6,17,19,21,22,26,28,10,139,21.0,1,3,14,1,2,10,1
14104,20140905,5,6,9,11,12,13,19,20,75,11.0,2,5,11,1,4,36,1
14105,20140908,1,5,11,12,20,21,22,25,92,12.0,2,4,15,1,2,33,1
14106,20140910,12,15,16,20,22,29,30,27,144,20.0,2,2,15,0,1,27,4
14107,20140912,3,5,7,9,15,18,25,29,82,9.0,0,6,16,0,3,7,2
14108,20140915,1,8,13,20,25,28,29,3,124,20.0,1,4,17,2,2,1,1
14109,20140917,1,3,8,9,15,23,28,25,87,9.0,1,5,15,2,2,8,2
14110,20140919,4,5,11,13,18,21,23,10,95,13.0,1,5,16,1,4,4,1
14111,20140922,3,5,8,16,21,29,30,22,112,16.0,1,4,17,0,3,2,1
14112,20140924,2,4,8,12,15,18,27,3,86,12.0,0,2,17,0,1,4,4
14113,20140926,8,9,11,13,17,23,29,24,110,13.0,1,6,16,2,5,2,1
14114,20140929,2,11,16,17,21,23,29,3,119,17.0,1,5,17,2,5,3,1
14115,20141001,6,18,19,20,25,26,27,11,141,20.0,2,3,13,2,1,6,1
14116,20141003,1,6,8,10,19,21,27,14,92,10.0,0,4,16,3,1,7,1
14117,20141006,5,9,11,12,14,19,28,22,98,12.0,1,4,15,1,3,4,1
14118,20141008,7,15,18,21,25,29,30,12,145,21.0,1,5,16,1,2,6,2
14119,20141010,1,6,7,10,15,16,20,9,75,10.0,2,3,12,2,1,36,4
14120,20141013,2,5,16,17,19,21,25,29,105,17.0,1,5,17,1,4,9,1
14121,20141015,2,8,10,21,22,27,29,12,119,21.0,1,3,16,1,2,2,1
14122,20141017,1,4,6,12,17,27,29,16,96,12.0,0,4,17,1,2,2,1
14123,20141020,6,10,11,19,23,24,28,14,121,19.0,2,3,11,1,3,5,1
14124,20141022,1,14,21,23,24,26,28,5,137,23.0,1,3,16,2,1,12,1
14125,20141024,1,9,20,21,22,23,29,15,125,21.0,1,5,16,1,2,3,1
14126,20141027,2,10,11,18,19,21,25,26,106,18.0,2,4,16,1,3,4,1
14127,20141029,5,7,10,18,19,21,27,28,107,18.0,1,5,15,1,3,4,2
14128,20141031,2,3,8,10,24,27,28,1,102,10.0,2,2,19,2,2,34,1
14129,20141103,2,4,6,8,9,10,11,21,50,8.0,1,2,9,0,2,28,1
14130,20141105,3,6,10,15,17,19,25,29,95,15.0,0,5,17,3,3,4,1
14131,20141107,6,8,10,22,23,24,26,21,119,22.0,1,1,12,2,1,5,4
14132,20141110,3,4,6,9,12,22,30,25,86,9.0,1,2,16,0,1,7,1
14133,20141112,3,4,9,10,12,16,22,11,76,10.0,2,2,14,1,1,36,1
14134,20141114,5,12,18,20,21,23,30,1,129,20.0,1,3,16,0,2,10,2
14135,20141117,5,11,16,19,20,22,23,6,116,19.0,2,4,15,2,4,9,1
14136,20141119,2,14,16,19,25,27,29,7,132,19.0,0,4,17,0,3,6,1
14137,20141121,2,4,5,6,7,11,12,19,47,6.0,2,3,10,0,4,16,1
14138,20141124,6,8,15,17,18,21,22,20,107,17.0,2,3,15,0,1,24,1
14139,20141126,2,5,10,21,23,24,25,4,110,21.0,1,4,17,0,3,5,4
14140,20141128,10,12,19,21,24,26,28,23,140,21.0,0,2,11,2,1,6,1
14141,20141201,4,5,12,19,22,24,29,15,115,19.0,1,3,16,2,3,3,1
14142,20141203,7,12,19,20,21,24,26,18,129,20.0,1,3,14,3,2,10,1
14143,20141205,12,16,17,19,20,25,29,1,138,19.0,2,4,13,1,3,27,1
14144,20141208,3,9,10,16,25,27,30,21,120,16.0,1,4,19,1,1,5,1
14145,20141210,4,9,17,26,27,28,29,14,140,26.0,1,4,18,1,2,11,1
14146,20141212,6,8,10,15,23,28,29,24,119,15.0,1,3,18,3,2,5,4
14147,20141215,5,9,10,15,27,28,30,21,124,15.0,2,4,18,2,1,5,2
14148,20141217,3,7,12,14,16,22,24,21,98,14.0,0,2,15,1,2,9,1
14149,20141219,3,15,18,20,24,27,30,25,137,20.0,0,3,14,1,1,6,1
14150,20141222,5,7,9,10,13,14,20,27,78,10.0,2,4,13,0,3,36,1
14151,20141224,3,4,16,17,24,25,30,1,119,17.0,3,3,14,2,2,1,1
14152,20141226,1,4,8,11,25,27,29,20,105,11.0,0,5,16,0,2,34,1
14153,20141229,6,7,9,17,18,20,29,15,106,17.0,2,4,13,0,3,4,1
14154,20141231,3,8,9,19,22,26,28,15,115,19.0,1,3,19,3,2,2,1
15001,20150102,9,12,18,20,21,22,27,6,129,20.0,1,3,15,0,0,14,1
15002,20150105,2,3,10,18,25,27,30,24,115,18.0,1,3,18,1,2,5,1
15003,20150107,6,7,11,13,17,19,30,20,103,13.0,1,5,15,2,5,4,1
15004,20150109,8,10,12,13,18,22,24,20,107,13.0,1,1,13,1,1,9,1
15005,20150112,8,14,18,23,25,28,29,3,145,23.0,1,3,15,2,2,12,1
15006,20150114,7,10,13,18,21,27,28,5,124,18.0,1,4,15,1,2,3,2
15007,20150116,3,4,5,11,16,18,23,17,80,11.0,1,4,14,4,4,7,1
15008,20150119,3,4,6,11,17,23,25,28,89,11.0,1,5,16,0,4,8,1
15009,20150121,2,6,7,11,19,23,30,4,98,11.0,1,4,16,0,5,8,2
15010,20150123,5,9,15,21,26,27,30,17,133,21.0,1,5,16,3,1,1,2
15011,20150126,1,3,4,9,14,19,25,6,75,9.0,1,5,15,2,2,7,1
15012,20150128,2,5,6,11,16,18,23,12,81,11.0,1,3,17,3,4,7,1
15013,20150130,5,15,20,21,22,24,25,28,132,21.0,2,4,14,1,1,10,4
15014,20150202,1,11,16,23,26,27,30,19,134,23.0,1,4,16,2,2,11,1
15015,20150204,6,8,11,20,22,25,27,30,119,20.0,0,3,12,0,1,2,1
15016,20150206,3,8,9,14,27,29,30,24,120,14.0,2,4,17,2,2,5,1
15017,20150209,2,4,11,19,21,23,26,30,106,19.0,0,4,15,1,4,2,2
15018,20150211,2,4,8,12,15,19,28,14,88,12.0,0,2,16,0,2,4,1
15019,20150213,4,7,11,13,24,26,29,8,114,13.0,0,4,17,1,4,5,1
15020,20150216,3,6,7,11,25,29,30,17,111,11.0,2,5,13,1,4,34,1
15021,20150225,7,9,10,11,13,22,23,16,95,11.0,2,5,13,0,4,7,1
15022,20150227,7,12,14,17,18,23,26,5,117,17.0,1,3,15,2,3,10,2
15023,20150302,3,5,10,17,20,23,25,19,103,17.0,0,5,15,0,4,2,2
15024,20150304,8,10,19,23,24,26,29,12,139,23.0,1,3,17,2,3,11,1
15025,20150306,3,9,10,15,17,21,24,18,99,15.0,1,5,15,1,2,4,2
15026,20150309,9,12,13,15,20,22,23,29,114,15.0,2,4,13,1,2,14,1
15027,20150311,2,3,5,12,18,19,27,21,86,12.0,2,4,16,0,4,4,1
15028,20150313,6,19,21,22,23,27,29,5,147,22.0,1,5,15,0,3,6,1
15029,20150316,4,9,12,14,19,20,22,3,100,14.0,1,2,13,1,1,24,1
15030,20150318,3,5,14,15,23,24,27,11,111,15.0,2,5,16,0,3,1,4
15031,20150320,1,9,15,24,25,26,30,6,130,24.0,1,4,18,0,0,11,1
15032,20150323,2,3,4,6,10,19,27,8,71,6.0,1,3,16,1,3,13,1
15033,20150325,3,12,13,15,18,21,26,9,108,15.0,1,4,15,0,2,14,2
15034,20150327,8,14,16,17,27,28,30,29,140,17.0,2,2,15,0,1,6,1
15035,20150330,4,5,7,8,10,22,26,29,82,8.0,2,2,15,2,2,13,4
15036,20150401,5,6,11,13,22,28,30,7,115,13.0,1,3,16,0,3,2,1
15037,20150403,9,13,16,19,25,26,29,20,137,19.0,1,5,12,0,3,6,1
15038,20150406,3,10,14,22,23,24,27,17,123,22.0,1,3,18,0,2,1,1
15039,20150408,4,5,17,20,22,23,27,14,118,20.0,2,4,17,1,3,3,1
15040,20150410,1,2,8,13,16,17,26,27,83,13.0,2,3,18,0,3,4,1
15041,20150413,2,4,9,12,13,14,30,23,84,12.0,1,2,17,1,2,4,1
15042,20150415,2,7,14,16,17,20,22,18,98,16.0,1,2,16,1,3,24,1
15043,20150417,1,2,6,13,14,15,21,12,72,13.0,2,4,15,1,2,33,1
15044,20150419,2,6,10,18,19,26,29,16,110,18.0,1,2,17,1,3,2,1
15045,20150422,12,14,18,21,22,28,29,30,144,21.0,2,2,14,1,1,27,1
15046,20150424,1,4,13,17,19,21,23,14,98,17.0,0,6,16,1,4,9,1
15047,20150427,3,7,10,11,15,24,30,6,100,11.0,1,4,18,0,3,8,2
15048,20150429,1,2,10,12,20,22,29,14,96,12.0,1,2,15,0,2,4,1
15049,20150501,5,10,13,15,16,25,26,28,110,15.0,2,4,15,0,2,3,1
15050,20150504,4,7,9,17,26,29,30,27,122,17.0,1,4,18,0,3,5,2
15051,20150506,2,10,11,13,22,24,27,19,109,13.0,1,3,15,0,3,2,1
15052,20150508,2,4,5,13,19,21,27,9,91,13.0,1,5,15,2,4,4,1
15053,20150511,4,7,9,14,18,21,28,13,101,14.0,0,3,14,2,1,4,1
15054,20150513,1,7,9,10,12,23,25,18,87,10.0,1,5,15,0,2,8,2
15055,20150515,2,3,5,17,21,25,26,9,99,17.0,2,5,18,2,4,2,1
15056,20150518,5,8,19,24,26,28,30,25,140,24.0,0,2,17,2,2,11,1
15057,20150520,4,8,10,15,20,22,27,28,106,15.0,0,2,14,3,0,4,4
15058,20150522,7,8,12,21,26,29,30,9,133,21.0,2,3,14,0,2,1,4
15059,20150525,2,4,6,20,26,29,30,3,117,20.0,1,1,18,0,2,5,1
15060,20150527,3,4,14,16,24,27,29,25,117,16.0,1,3,16,0,2,1,1
15061,20150529,4,6,7,16,18,23,25,15,99,16.0,1,3,15,2,2,2,4
15062,20150601,3,8,9,11,15,19,30,12,95,11.0,1,5,17,2,3,7,1
15063,20150603,2,5,11,12,15,17,24,3,86,12.0,1,4,14,2,4,4,2
15064,20150605,2,8,15,18,25,27,30,21,125,18.0,0,3,17,1,1,1,1
15065,20150608,2,4,5,6,15,19,24,9,75,6.0,1,3,16,1,3,7,1
15066,20150610,1,6,7,9,15,16,28,12,82,9.0,2,4,17,1,1,7,1
15067,20150612,3,5,12,20,21,26,28,29,115,20.0,1,3,15,0,2,3,1
